customer_id,first_name,last_name,email,phone,city,state,country,segment,churn_risk_score,created_at,updated_at,_ingest_timestamp,_source_file,_source_system,_batch_id
CUST-0219,NewFirst_219,NewLast_219,new_user_219@example.com,+1-555-888-0219,Dallas,TX,USA,Corporate,0.17,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0220,NewFirst_220,NewLast_220,new_user_220@example.com,+1-555-888-0220,Seattle,WA,USA,Home Office,0.23,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0221,NewFirst_221,NewLast_221,new_user_221@example.com,+1-555-888-0221,Seattle,WA,USA,VIP,0.38,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0222,NewFirst_222,NewLast_222,new_user_222@example.com,+1-555-888-0222,Seattle,WA,USA,Home Office,0.16,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0223,NewFirst_223,NewLast_223,new_user_223@example.com,+1-555-888-0223,Houston,TX,USA,VIP,0.27,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0224,NewFirst_224,NewLast_224,new_user_224@example.com,+1-555-888-0224,Miami,FL,USA,VIP,0.31,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0225,NewFirst_225,NewLast_225,new_user_225@example.com,+1-555-888-0225,Houston,TX,USA,VIP,0.13,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0226,NewFirst_226,NewLast_226,new_user_226@example.com,+1-555-888-0226,Seattle,WA,USA,Corporate,0.38,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0227,NewFirst_227,NewLast_227,new_user_227@example.com,+1-555-888-0227,Houston,TX,USA,Home Office,0.1,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0228,NewFirst_228,NewLast_228,new_user_228@example.com,+1-555-888-0228,New York,NY,USA,Home Office,0.32,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
CUST-0229,NewFirst_229,NewLast_229,new_user_229@example.com,+1-555-888-0229,Chicago,IL,USA,Consumer,0.12,2024-03-01 10:00:00,2024-03-01 10:00:00,2026-08-13T19:22:24.919+05:30,customers.csv,CRM,batch_02
